star_rating,review_body,vine,helpful_votes
5,"My microwave was rusting out badly and it is an undercabinet attached microwave.  I didn't want to have to buy a new one to fit in that small spot and I didn't want to have to remove the microwave to paint it.  So in a couple of hours, I cleaned the microwave (directions online), covered all surfaces from overspray, and used this paint.  Now I have a new microwave and I keep a clean sock filled with rice in it when it is not being used.  The rice absorbs the moisture so the microwave won't rust again.  I am very happy.",N,2
5,"I have a small kitchen and my old microwave was a full sized microwave that took up a large amount of cabinet space and seemed out of place because of its size.  Shopped around and found this smaller sized unit but was hesitant because it is 700 watts while my old unit was 1000 watts.  However, I have found that cooking time in this unit is insignificantly longer than the old microwave.  A few second for most things.  I don't actually cook in it but use it for warming left overs or frozen snacks, etc.  For my use it is perfect and it is an attractive addition to my kitchen rather than a huge distraction.  If you need a smaller sized microwave, I highly recommend this one.",N,345
5,Really enjoyed the drawer type microwave and the auto open feature is a plus.<br />Comes with full warranty even though is is a refurbished model.,N,0
4,"I bought this microwave to fit into a cabinet. So the measurments were most important to me. Other than that, it has everything I want in a microwave oven. Full size to fit big plates. The carousel works great. Easy controls. Several one push buttons for 1min, 2min, 3min, even a 30 sec button. Readouts  are very bright and easy to see. The only problem is the cabinet. When I got this via UPS, it was packed inside of a plain brown box. Inside that box was the box that the microwave was shipped in. In that box was a full surround of think styrofoam blocks along with some plastic and paperwork. When I took it out of all the wrapping, the cabinet was loaded with dents and one side was slightly collapsed. I don't know how this could have happened unless it was done before shipping. But, why would they ship something they knew was so beat up? The only reason I can think of is......people buy them to put in cabinets like I did. I paid 99.00. Great working microwave. Terrible cabinet.",N,9
5,"I was going to say despite its size, this is a wonderful microwave, but then I think the small size is the best part!  I bought it for my small kitchen, and it's not only adorable, it's a kick ass machine.  Love it!",N,0
5,Part is as described. Arrived in a timely fashion. Installation was easy. Direct replacement for the magnetron in our 10 year old GE spacemaker. Microwave is working again!,N,0
1,"Had to return it , received less than half the $ I paid for it.  Bulky, odd shape very difficult to find suitable space for it. Like I had an old TV on my counter. UGLY very .ugly",N,0
5,"i was going to replace the microwave, checked it out and found it was the magnetron. ordered this, delivered FAST, fixed it for under a 100 bucks!",N,0
5,"I really thought our built-in microwave was going to have to be replaced, because of the paint pealing away and rust forming where exposed.  To my amazement this inexpensive product solved my problem with ease.  Remember to have area well vented to the outside and to use a mask.  By using many light sprays you will prevent runs.",N,0
5,I've just had this microwave installed in my new kitchen. I wanted to find one that could go in my island and wouldn't  detract from my new cabinets. It's easy to use and is a great addition to my new kitchen.,N,0
4,The parts were just what was needed. They were the correct part as identified. There was no variations and therefore installed just like the parts that were removed. Have been working just fine since installed.,N,0
5,This microwave oven was purchased for work.  Everbody likes it.  Never have any problems.  Would purchase the same kind next time.,N,0
1,The microwave is sparking while heating we are sending it back for a replacement will hope it works this time,N,2
4,"Works, great shipping everthing was good looks really nice above the oven with the microwave if we could a microwave that worked to go with it",N,1
5,"Microwave that takes half of the space of the previous, fits in the corner and don't interfere with wi-fi!<br />Putting the magnetron beneath the microwave made it compact.",N,2
2,"I like the form, fits well in the corner of our counter.  Fairly weak strength but adequate for heating up a bowl of food.  Biggest issue is that it is now DEAD! after only 4 months of use.  Still trying to get Whirlpool to fix or replace it but customer service has not been stellar.  Day 5 after contacting them but still trying to reach the person I need.",N,4
5,We bought this for a new construction and haven't used it yet. It looks great and hope it works just as well.,N,0
4,"The microwave is really OK as for the price; if you don't need to have a 'fancy', big microwave and you use it basically just to warm up dishes - it's perfect!<br />I tried also to thaw meat there or prepare popcorn - it also works well.<br />CONS: a little bit noisy when it's ending preparation; popcorn button doesn't work well - program need to be chosen repeated to make sure popcorn is popped<br />PROS: easy to use; small; built-in kitchen timer; cheap",N,61
5,It microwaves leftovers and it fits in the corner with a relatively small footprint.  That's all I ask from it.  Wish it came with a low profile plug but I figured out a way to make it work.,N,3
5,"This microwave is excellent for the small household and the person who does not do complex cooking.  It's full-plate size, fine for heat-ups and smaller casserole dishes.  Best of all is the way it fits into a corner.  Yes it takes up space, is not &#34;tiny&#34; but fits under cabinets and leaves you more counter space.  Controls are easy to set.  Haven't had a microwave in years, and somebody suggested this.  I'm happy with it.",N,2
4,Good unit<br />Easy to install as I. Was replacing old unit<br />Color was as expected it to be when opened,N,0
2,The door has a huge dent in it. Makes me suspicious of how &#34;new&#34; the product is or if it is a factory second or something  returned by another purchaser.,N,3
5,This small microwave does everything you need even without lots of bells and whistles.  It fits a corner if necessary and does as good a job as a larger microwave.  It's easy to clean.  I'm so pleased with my decision.,N,2
4,Purchased this microwave for my husband's semi truck.  It would not run on the large inverter installed in the truck.  Fought with it for several days until I decided it would work great here at home!!  I love that it takes up so little room on my counter.  It's perfect for the one or two person household!!,N,2
4,Love this new Microwave; fits perfectly on my small counter and is very efficient for what I need; heating a cup or my heat pad... The only negative I have is that the plastic cover on the bottom front panel is starting to deteriorate already and I've only had it a couple of months... Otherwise love it!,N,1
5,"This microwave is simple to use, and it works great.  At first I was a little apprehensive about the matt finish on it but once we got it installed, it looks great.  I love it!  My husband and I installed it...we only needed a basic drill, it took a couple of hours but we got it done.",N,1
5,Love this microwave! It heats food & drink up fast. I LOVE LOVE LOVE the compact size! Counter top clutter is one of my pet peeves~so this definitely opens up some counter space. It's so cute too!,N,2
5,Just needed for a touch up<br />But works great!  Will keep<br />On hand if see another chip<br />To be fixed,N,0
4,"This microwave isn't perfect but it's perfect for me. Some folks would think it's a little loud, both while running and the beeper. It takes a little longer to heat than larger units but that's to be expected. Those are minor issues for me. It's just the right size and fits nicely in the dead space of a corner. Has freed up counter top space. It heats frozen food just fine and that's all I use it for. If I were asked what needs improving, I'd like to be able to key in the heating time rather than push the button up and down. And backlighting for the buttons. Overall, it fits my needs.",N,5
5,"My unit arrived quickly and in good order.  Took just a little time for my wife and I to mount this on the wall; the instructions were adequate for setting up the mounts etc.<br /><br />Been working perfectly, can't think of anything to complain about except there was another reviewer who commented on a design flaw of there being no proper cover to the exhaust vent on top; small items could fall into this area.  I would agree with them, though in my case there's nothing above that would fall into it.",N,4
5,"Oh my gosh!!! This is fantastic!! It saved sooooo much counter space. We have a family of 3 and it suits us perfectly. I had one of the big stainless microwaves, just took up so much counter space.<br />Only down side is you cannot type in a specific time for something to heat. You press the start button and it's automatic 30 seconds (press twice, 60...and so on) now that it's been a few weeks, I don't really miss the number bad. I'd rather save the space!!",N,4
5,"We've had the big 'ol &#34;over-the-range massive GE microwave that was powerful enough to cook a buffalo and was big enough to fit the beast inside but, when we redesigned our kitchen and put in a new pro-style stove and an elegant curved glass vent over it, that oversized radar box had to go! But what to get to replace it? Looked at all the allegedly compact countertop units and rejected every one of them -- &#34;compact&#34; they were not!<br /><br />And then we found this Whirlpool TV set, er, I mean microwave! Whomever designed this deserves a Nobel Prize for peace, physics and common sense!! It looks just like a cute little old school TV set. Imagine that! A cute microwave oven! But what's even better is how this thing disappears right into the corner of our new countertop. Somehow they figured out how to use the corner to their design advantage and here's the best: you can place a full-size 11&#34; dinner plate inside! How'd they do that??!!<br /><br />Negatives? Nothing terrible. Yes, it's only 750 watts vs the 1200 of our former &#34;beast-master&#34; machine but, as another reviewer said, just 'cause it fits a turkey and has the power to cook it doesn't mean ya should!! We use our microwave for vegetables, eggs, liquids, popcorn -- all of which the new cute Whirlpool TV/microwave thingee will do just fine. Takes an extra 15-30 seconds because of the lower power. That just gives me a little extra time to stare at this awesome box and marvel at how truly cool it is.<br /><br />And speaking of boxes, this is serious out-of-the-box thinking about appliances and how they fit into our lifestyles. Major kudos to Whirlpool for taking the initiative to see things a little different. Steve Jobs would have loved this microwave -- form and style perfectly matched with function. It's time for you other lazy manufacturers to up your game.<br /><br />Bottom line? Outstanding microwave!",N,7
5,Made my 2005 Manufactured GE Spacemaker XL1800 work like new (man! there are a lot of different shells for the XL1800 depending on the year it was made!)! There was a small round diode-like item attached with 2-screws to the side of the original unit and not on the replacement. Simply moving this to the same location on the replacement and connecting things back up did the trick! I also replaced the small included diode that connects to the capacitor...why not? It was there.<br /><br />The whole deal took 2 1/2 hours start to finish - including remounting the unit above the range and going over to a neighbor (thanks neighbor!) to get help removing and remounting the microwave. Lots of videos on the web to help you along the way. Be patient and keep track of your screws!,N,1
5,This is a great product  Fixed my microwave like it was brand new  I would highly recommend it to anyone who has some paint chipping off the sides or top of their microwave,N,2
1,"I know I purchased a refurbished unit, but a noticeable dent on the face of it is unacceptable.  I'm returning this unit.",N,0
5,"This is a great microwave combination convection oven, the knob dial is actually very nice and initially was hesitant about getting it because of that, but now my wife and I truly love it",N,19
4,all the feturers of the big microwaves in a compact size<br />the handle makes it easy to open without spilling food,N,2
3,"The price can't be beat, and it has only the features I wanted.  However, it's noisy, and the door is difficult to open.  I practically have to punch the toggle or hold the unit with my left hand, while I push on the switch with my right.  I'm hoping this gets easier over time.",N,8
5,"We needed a small microwave when we moved into a small condo with very little counter space. Most of the reviews said this was the perfect solution and it is. It takes up very little room, plus it fits easily into a corner. It has a rotating glass tray that holds a standard size dinner plate. It's tall enough to fit a 16 ounce mug with room to spare, but it is shorter than many standard microwaves. It has digital controls that are very simple but work just fine. We're older and actually really appreciate that simplicity. Some things take longer to cook but not by much.<br />If you want all the bells and whistles and to be able to zap things quickly, this is not the microwave for you. On the other hand, if you need a smaller microwave that is easy to use and very sturdy I definitely recommend this one. We love it!",N,3
1,"After using the microwave for 1 week, it stopped working.  I just sent it back and waiting for a replacement.  I will give sharp 1 more chance.",N,2
5,"We needed a microwave that was not very deep and a bit wider to fit in our cabinet. We struggled to find the right dimensions for our built in cabinet cubby. This one is a perfect fit. I was concerned it would not be powerful enough since the watts are lower than many others, so far it has worked great for our needs. Plus it looks great in the space.",N,0
4,"We don't use a microwave all that much and didn't want to invest counter space in one.<br /><br />With a teenager who is now heating things up for himself, it made sense to get one and this small-footprint model seemed to be a good fit.  It handles our largest dinner plate and seems to heat things well.  It is s little taller than it looks in the picture, but it fits our family's needs quite well.",N,2
5,We needed to create a little more space on the kitchen counter and this unit was perfect.  Nice looking machine and tucks into a corner.  Would recommend to others.,N,1
1,I bought this microwave in October for a kitchen we are having remodeled.  Got it installed about 3 weeks ago and was microwaving some bacon last night and smelled a funny electrical burning smell.  It is apparently fried (which is what I'll be doing with my bacon until this POS is either fixed or replaced.  The top of the unit was extremely hot and it is just totally dead and unresponsive.  Not even a light.<br /><br />I saw all of the bad reviews but there aren't many drawer microwave options and even brands like Wolf and Thermadore are still produced by Sharp.  Very disappointing.  We'll see how the service from Sharp goes...,N,8
3,"Bigger than previous Microwave - larger form factor, had to do some work to retro fit and replace previous Microwave.<br />Easy to use, works well, heats food evenly.",N,1
5,"Chosen for it's size, this microwave is pretty perfect for us. We use it for simple warm ups and reheating. It works great.<br /><br />It is surprisingly very heavy. Arrived very well packaged.<br /><br />I love how it sits back in the corner of the counter with the curved back.",N,2
4,"We needed this size and the Danby works.  The controls are a little quirky, you have to put a &#34;0&#34; in front of the timer to set minutes but not all the time...  took some getting used to.  The only real design flaw is that, unlike most microwaves where you push a button and the door pops open, you have to pull the handle on this one.  And the machine is so small and light that you need two hand to open the door or the whole thing moves around and doesn't open.  This can be a pain.  But if you need this size, the cooking is fine.",N,121
1,"I would not recommend buying an appliance such as a microwave through Amazon.  Upon receipt of this item I had no idea that it had concealed damage.  Two days after receipt I elected to install the unit.  I noticed that the bottom corner of the door had a nice dent, but was something that I could live with, rather then deal with the agony of a return.  After installing the unit the door would not stay closed.  After looking the door over, I noticed that the clips where broken that hold it closed.  Totally frustrated at this point.  I have received a return mailing label and MRA number, but this will cost me $50 to ship back.  The unit was not shipped in no box, just corner molding, foam end caps, and shrink wrap &#34;No Original Packaging&#34;.  When it was all said and done, I bought the identical microwave under the Kenmore label from Sears for $100 less.  Multiple emails to Amazon on the return freight with no response.  This was a headache that I really didn't need.  I have purchased numerous items from Amazon in the past with no problems. This is a product category that would be best served by a professional retailer.",N,7
4,"This microwave will fulfill my needs at this time.  I am well pleased with the wattage of this microwave, this microwave replaced one with much less wattage.",N,1
4,Verry good appliance don't have any of the issues i saw posted before i bought it only one thing should warn buyers it is a green appliance so no in microwave light sorry but other than that works like a charm.,N,5
4,"Okay, it's not the most powerful thing ever, and there are a few things I would change about the design, but this little thing handles all my microwave needs and has freed up a significant amount of precious counter space in my very cramped kitchen.",N,1
5,This is an excellent Microwave and very big.  I am so very pleased with this product.  I think it is the favorite of my Grand kids in the kitchen!,N,0
5,"We picked this microwave primarily for its dimensions (we needed one with a short height). We are very pleased with this model since it is easy to use, works well and is very quiet. It's not loaded with features but has been a pleasure use over the last few months that we've owned it.",N,0
4,"the microwave has work very nice, a bit pricy thou but in the long run it will have been a good inventment as my wife loves to coooook.",N,1
4,I had to  order 3 of these because the first two arrived damaged. After the third one was installed it looks great and works great. I got it just before Thanksgiving so I used it as an oven so I then had two ovens which came in very handy.,N,9
5,after reading either terrible or &#34;hit and miss&#34; reviews of other small footprint microwaves with &#34;handle doors&#34; rather than &#34;push button&#34; I came across this from Whirlpool..It had GREAT reviews so I tried it for our new granite countertop (didn't want to use up much space)... it is PERFECT!!,N,2
4,This replaces an old Sharp Carousel we use as a second microwave and lasted 14 years. My daughter called it microzilla because you had to shorten cooking times somewhat because it had so much power. This one carries on the tradition.,N,0
5,The unit was purchased to replace an old whirlpool unit that had performed flawlessly for 20 years. Although none of the holes lined up the Sharp unit fit perfectly into the space above our cooktop. So far the unit has performed as advertised.,N,1
3,"It works.  It does seem a bit cheaply made, but you aren't paying top dollar so you should expect that.  The door isn't real solid feeling, so far no problems though.  We mounted this over stove and the fan had low and high and now only has high.  Not sure what happened but it still works.  Be aware that if this microwave gets too hot (sitting over a self clean oven or cooking at high temps) the fan will kick on and won't shut off.  Fine, but we didn't know that at first and thought it was broken.  It's just trying to cool itself off!  Love the 30 second feature.  So many things just need short time to warm up or soften and so just pop it in, press the 30 sec and it goes.  Easy, fast.  Use that all the time.",N,1
5,"I bought this microwave about two years ago, and it still looks and functions great!  Have not had a single issue. :)",N,2
3,"when shutting, yet works well and seems to be a good value for the price. I guess I just miss the more sleek, less noisy one that broke after 9 years :-)",N,1
4,"This microwave is very cute (there's no other word to describe it!), and as promised is good for small spaces. It does seem to require more cook time than most microwaves I am used to, and sometimes it is a pain to have to keep holding the + sign to increase time, as opposed to just typing in the number. So far I have had no issues, and the unit is not very noisy at all which is nice.",N,1
1,"One of the pieces that ensures the screws from the top of the cabinet holds the microwave in place was missing, so we cannot install it until Samsung rectifies the matter.  Seems crazy to send it back though since it's just missing a 50 cent bolt that can't be replaced at the hardware store.....",N,3
5,This is stuff. It really worked very well. It save me a great deal of money having to replace a microwave that still works very well. I highly recommend this product.,N,0
2,"I received and installed the microwave. So far, I am pleased with it.<br /><br />It was damaged in shipping (a dent on the top back edge. This does not affect the installation or operation. I noted that a number of other reviewers had damage in shipping. This needs to be fixed. Better packaging and selection of carrier might help.<br /><br />The hardware (toggle bolts) were cheap and just fell apart when I used them. i had to use other hardware to install the unit.<br /><br />The template is a bit off. I had to redrill the holes for the top cabinet to get it to fit. I measured the holes on the unit and found the template was off about 3/4 of an inch.",N,1
5,"As all the other reviews have said, the footprint of this microwave is fantastic. I can't believe other companies have not copied the shape of this microwave. I now have so much more room on my counter.<br />The only quirk that takes a little getting used to is not having number keys to punch in the time. The start button adds thirty seconds every time it's hit or you can add the + key to get a more accurate time. I always use my microwave for quick reheating so it's not a big deal to me. Worth getting used to for the extra space gained. Plus, it microwaves as quickly as its replacement even though the wattage is less.",N,8
5,"I researched many microwaves for our needs, and this is the perfect unit. It is my second one, as the first I had special ordered to be delivered to a big box store, it arrived damaged. This one arrived fine, well packaged for the trip. It cooks evenly in the convection mode and as a microwave it is fabulous. It arrived when promised. I would definitely buy from this seller again.",N,1
4,Had one about 20 yrs. that was losing power.  New one has added features that are helpful - esp. sensor cooking.<br />Price is up there esp. for stainless steel.,N,0
5,yeayy I love this microwave it takes such a small space in my tiny kitchen but it is huge inside !! it has popcorn button as well !!,N,1
1,This is the SECOND one of these that has blown up on me in 8 months. I don't recommend it at all.,N,2
5,"during the kitchen remodel we decided to install a commercial type exhaust fan and eliminated the typical microwave location about the stove.  This thing is cool, push a button and the drawer opens, drop in your food, push another button and the drawer closes.",N,0
5,"Purchase was a good one.  Love the design of the microwave, and so far it meets all my needs.  Being short, the drawer is much more comfortable for me.  The process of ordering and receiving from Amazon was simple, efficient and has been one of the best purchases I've made in the whole kitchen reno project. Thanks Amazon.",N,0
5,Did the job. Great coverage. Made the inside of the microwave look almost brand new. Very satisfied.  Would purchase again,N,1
5,"So far, so good.  I have no complaints, but it's only been in use for about 6 months.  If I start noticing the same wear and tear (i.e. peeling paint on the interior), I'll post an update.  We use this appliance several times a day, everyday.",N,0
2,"The beep is too loud, and the door rattles. Fixed the door rattle by lifting up the back with a folded 3 by 5 card. Good microwave oven for the near deaf. And the digital display is too bright in my studio apartment; I wanted a microwave oven, not a nightlight.",N,1
1,"After the smoke has cleared from the house, discovered microwave burnt out.  Thank God for Home Warranty!  Don't buy! YUCK!  Can't believe the reviews- all universally the same, except mine lasted just under a year!  It's a crying shame a product fails so soon!",N,2
4,"Microwave works great and it is more powerful than we expected.  Keep in mind that we do not cook in it... we only use it to heat up drinks and some leftovers.  We like how easy it is to set time with just the 30 second button or the + button that adds 5 seconds at a time.  The only complain we have is that the door sometimes does not shut.  We need to push it up a little to get it to close.  Other than that, it was a great purchase for us",N,2
5,"This Kenmore microwave eats microwave tubes like 1 every year. Since tubes are now made in far east, instead of by Raytheon, quality as dropped, I now expect to replace tube yearly and budget for it. It was nice to find a tube with diode (which has never failed) for such a great price.",N,1
5,This saved us from needing to buy a new microwave/ oven combo. Easy to use.  We used it to fix our microwave about 2 months ago and it's held up.,N,2
5,Very high quality product. This paint spayed right on with minimal dust and adhered right to the microwave for a smooth finish.,N,2
2,"Display didn't light up so unit wasn't usable when it first arrived. GE service was pleasant and resolved after 2nd visit.  A few days later, the light under the microwave stopped working.  2 issues in less than a month doesn't bode well..  Also you can only heat in 15 sec increments when using the time dial.  But the good news...options for preconfigured settings for various items and their cooking times (potato, veg, etc...)  are fairly substantial and works efficiently.  HOWEVER.... I wouldn't recommend installing the microwave above your stove. Since the microwave is faced in stainless steel, the door handle and face of microwave gets extremely hot to the touch while cooking on the stovetop.  Speaking of the stove, I had much better luck with GEs Café Dual Range Gas stove.  Bought at the same time. No issues. Works great. Highly recommend stove without any hesitation. Absolutely love it!!!!! Wish I felt the same about the microwave.",N,9
5,"I needed a small, compact microwave. This is perfect if you have limited counter space. The depth is good. It will hold a dinner plate but the interior height is shorter than a regular size microwave. This is because the controls are on the lower panel instead of on the side. The control buttons are simple but intuitive.",N,1
5,I ordered and it was very fast shipping about couple days.<br />My turntable engine was broken after 10 years used my microwave.<br />I'm very easy removed old engine and put new one.<br />Quality product and parts was new.<br />Highly recommended this seller.,N,0
1,"I was looking for the microwave with certain size with a basic function. I was so happy to find this product at Amazon.<br />The first one arrived last week, but I had to return it next day. It made clicking noise when I closed the door. It also make some noises when I push &#34;Start&#34; button.<br />The second one, I received today and connect, set up clock, and start with a cup of water to make sure it works.  I felt bad returning the same product twice.<br />This time, I called Whirlpool customer service. The personnel told me the information she has is the same &#34;product guide&#34; (which comes with the product).",N,1
5,"Love this little microwave! It is the perfect size (holds just a dinner plate) and LOVE that it does not take up a tremendous amount of room. We don't use it for much other than occasionally heating something up (1-2x month) or steaming vegetables, so I can't speak to how it does for heavy use.",N,1
1,Microwave didn't work when I received it.  It was really disappointing.  It was a great looking microwave but very sad to have to return it.,N,3
5,"DESCRIPTION<br />&#62; Can be mounted in a 24&#34; wide X 12&#34; deep space.  Not intended to be installed above a range (standard ranges are 30&#34; wide), does not include a built-in hood for use above a range.<br />&#62; Has the great simple operation of previous Spacemakers: for example to heat a cup of coffee 1 minute, place it in the microwave and press &#34;1&#34;.  That's all.<br />&#62; Well built, albeit with more plastic and less metal than my old Spacemaker II.<br />&#62; Quieter than my old Spacemaker II--although that's no big deal.<br />&#62; The turntable is a nice addition (my old Spacemaker II did not have a turntable), but reduces the total space available (unless you turn the turntable off).<br />&#62; Has all of the controls and options of my old Spacemaker II:<br />...Plus popcorn, &#34;beverage&#34;, &#34;reheat&#34;, &#34;chicken/fish&#34;, &#34;potato&#34;, and &#34;vegetable&#34; buttons (which I probably won't use because I like to know what the microwave is doing).<br />...Other new buttons are &#34;delay start&#34;, &#34;reminder&#34;, &#34;turntable on/off&#34;, and &#34;add 30 sec&#34;.  The &#34;add 30 sec&#34; works on its own, you can press it and get just 30 seconds OR add 30 seconds to any time.  30 seconds is ideal for warming a cup of coffee, or heating some pastries.<br />...There is a child lockout, but without a dedicated button.<br /><br />UNDERCOUNTER INSTALLATION<br />&#62; The microwave itself comes with a paper template for drilling the necessary holes, but the template can be confusing and may not apply in all cases.<br />&#62; The microwave hangs from four ~1 1/4&#34;-long machine screws, which are inserted from above, from inside the cabinet above.  If the floor of the cabinet is greater than 1/2&#34; thick, then the length of the screws needs to be equal to the thickness of the floor plus 1/2&#34;.<br />&#62; Hypothetically, you could install the microwave with the four screws from your local hardware store, and 4 big washers (e.g., 2&#34; in diameter).  However the installation kit is probably easier.<br />&#62; If you use the template, double check the logic, and adjust the location of the screw holes accordingly.<br />... The key measurement is the distance from the front holes to the front of the cabinet. You usually want the front of the microwave to be flush with the front of the closed doors of the cabinet.  (That is, the front holes should be approximately 3 1/4&#34; back from the front of the closed doors).<br />... The door of the microwave needs an extra 1/8&#34; on the left in order to open fully, and the grill for the ventilation fan is on the left side of the microwave.  If there is an obstruction on the left side (such as wall, cabinet, or refrigerator), you may wish to shift the holes 1/4&#34; to the right, if you can.<br /><br />UNDERCOUNTER INSTALLATION KIT<br />&#62; If this is an new undercounter installation, or the space between the front and back screw holes (inside the cabinet above the microwave) is not ~6 1/4&#34;, then you need GE part #WX4-A019 [[ASIN:B001H815TO GE Part Number WX4-A019 UNDER CAB MT]].  If you are replacing a Spacemaker with a distance of ~6 1/4&#34; between the front and back holes, then you probably do NOT need an installation kit.<br /><br />IF YOU ARE REPLACING AN OLD SPACEMAKER II (for which the spacing between the front and rear screw holes is ~7 3/4&#34;)...<br />&#62; I purchased this Profile Spacemaker to replace a 23-year old Spacemaker II.  But neither the holes, backing plate, nor the screws were the same.<br />&#62; The spacing from the cabinet front to the forward screw holes is almost the same for my old Spacemaker II and this new Profile Spacemaker.<br />&#62; The lateral spacing (side-to-side) between the screw holes is the same 19 15/32&#34; for my old Spacemaker II and this new Profile Spacemaker.<br />&#62; But the spacing between the front and rear holes is NOT the same (the new spacing is 6 1/4&#34;).<br />&#62;So, if the holes in your cabinet are for the old Spacemaker II, then you need only drill new rear holes in your cabinet for this Profile Spacemaker.  Draw a line on the cabinet between the centers of the existing front and back holes, measure 6 1/4&#34; back from the center of the front hole, and drill the new hole there.<br />&#62; The screws seem to be very similar, but a slightly different diameter or pitch (perhaps they are metric). Hypothetically, you could drill new holes in the old backing plate (or use washers instead of the backing plate), and find screws the right size and length, but I decided to purchase the new kit instead.<br /><br />BEFORE YOU REPLACE A DEAD MICROWAVE OVEN ...<br />&#62; My old Spacemaker II died three times over 23 years as the result of power surges (lightning).  I accidentally learned that the trick is to unplug the microwave overnight for the electronics to reset.  I've had the same experience with several other appliances.<br />&#62; Even refrigerators and clothes driers have built-in computers these days.  If any electric appliance is not working properly, unplug it, and leave it unplugged a while.  For some reason (perhaps large capacitors in the circuit) big appliances usually need hours to reset.<br /><br />RELIABILITY<br />If my experience with my old Spacemaker II is any indication, this Profile Spacemaker should be very reliable.  Although resurrected 3 times over 23 years, my old Spacemaker was still working when I &#34;took it out of service&#34;.  After 23 years of daily use, some of the white finish was turning yellow, there were patches of rust inside, and the door switch (which turns the light on and off) was erratic.<br /><br />IF YOUR OLD SPACEMAKER HAD A TRAY INSTEAD OF A TURNTABLE, keep the tray from your old microwave.<br />&#62; The tray will fit in your new Profile Spacemaker.  The tray will catch spills and protect the bottom of the microwave from abrasion and burnt-on spills (which may promote rust in the future).<br />&#62; I use the glass tray when I'm using a large rectangular casserole, or many small containers.  I often warm two 12&#34; diameter full plates of food---I use a small glass storage container as a spacer so that the plates can overlap.<br />&#62; If you use the tray, lift out the glass turntable and rollers and turn off the turntable drive, then place the glass tray in the bottom.<br /><br />GENERAL HINTS ON MICROWAVE COOKING<br />It is largely steam created by the microwaves which does the cooking, so the key to cooking many items (especially vegies) is to generate and hold that steam.<br />&#62; If you are warming bread, wrap it in a towel.  It is astounding how effective a single layer of paper towel can be.  If the bread is rock hard, slightly dampen the towel, and use half-power--the warm bread will be soft and fresh.  Heat only briefly and/or at reduced power.<br />&#62; You can even bake potatoes or roast ears of corn-on-the-cob in a microwave, if you wrap them in a damp cloth towel.<br />&#62; Rinse vegetables before you cook them---that washes off any pesticides etc., and the extra water will produce extra steam.  If the vegies are dehydrated after long storage, you may want to soak them a few hours ahead to time to re-hydrate them.<br />&#62; It is usually best NOT to boil vegies in a container of water in a microwave, because the excess formation of steam LOWERS the cooking temperature.  Your goal should be to create a little steam, contain it, and superheat it.  (This is the same principle as a pressure cooker).<br />&#62; Stir some oil (e.g., olive) oil with cut vegetables---a coating of oil will help hold the steam inside the individual pieces of vegetable.<br />&#62; A selection of glass casseroles of a range of sizes with glass lids can be essential for microwave cooking.  The goal is that the vegies fill the container and the container is covered with a lid---so that the steam is concentrated.  [[ASIN:B001HZY9CM Anchor Hocking 3 PieceCasserole Glass Bakeware Set with Bonus 2 Piece Kitchen Tool Set]]<br />&#62; If you don't have a glass casserole the right size, you can often use a glass or ceramic bowl, and use a saucer or small plate as a lid.<br />&#62; Heating plastic may cause it to de-gas toxic compounds---if you plan to heat left-overs in your microwave, it is best to use glass storage containers [[ASIN:B0000CFTB0 Pyrex 6022369 Storage 14-Piece Round Set, Clear with Blue Lids]].  But don't use the plastic lids in the microwave.<br /><br />&#62; Click on “Stoney” just below the product title to see my other reviews, or leave a comment to ask a question.e container as a spacer so that the plates can overlap. &#62; If you use the tray, lift out the glass turntable and rollers and turn off the turntable drive, then place the glass tray in the bottom.  GENERAL HINTS ON MICROWAVE COOKING It is largely steam created by the microwaves which does the cooking, so the key to cooking many items (especially vegies) is to generate and hold that steam. &#62; If you are warming bread, wrap it in a towel.  It is astounding how effective a single layer of paper towel can be.  If the bread is rock hard, slightly dampen the towel, and use half-power--the warm bread will be soft and fresh.  Heat only briefly and/or at reduced power. &#62; You can even bake potatoes or roast ears of corn-on-the-cob in a microwave, if you wrap them in a damp cloth towel. &#62; Rinse vegetables before you cook them---that washes off any pesticides etc., and the extra water will produce extra steam.  If the vegies are dehydrated after long storage, you may want to soak them a few hours ahead to time to re-hydrate them. &#62; It is usually best NOT to boil vegies in a container of water in a microwave, because the excess formation of steam LOWERS the cooking temperature.  Your goal should be to create a little steam, contain it, and superheat it.  (This is the same principle as a pressure cooker). &#62; Stir some oil (e.g., olive) oil with cut vegetables---a coating of oil will help hold the steam inside the individual pieces of vegetable. &#62; A selection of glass casseroles of a range of sizes with glass lids can be essential for microwave cooking.  The goal is that the vegies fill the container and the container is covered with a lid---so that the steam is concentrated.  [[ASIN:B001HZY9CM Anchor Hocking 3 Piece Casserole Glass Bakeware Set with Bonus 2 Piece Kitchen Tool Set]] &#62; If you don't have a glass casserole the right size, you can often use a glass or ceramic bowl, and use a saucer or small plate as a lid. &#62; Heating plastic may cause itto de-gas toxic compounds---if you plan to heat left-overs in your microwave, it is best to use glass storage containers [[ASIN:B0000CFTB0 Pyrex 6022369 Storage 14-Piece Round Set, Clear with Blue Lids]].  But don't use the plastic lids in the microwave.  &#62; Click on “Stoney” just below the product title to see my other reviews, or leave a comment to ask a question.",N,0
5,fits perfect and works great never thought I would find one that would fit my kitchen in stainless steel look,N,4
